-- SHOP

sid;nazwa;kierownik
6707;20211025;1;29
6707;20211025;1;16
6707;20211025;1;4
6708;20211025;1;35
6708;20211025;1;40
6708;20211025;1;27
6708;20211025;1;30
6708;20211025;1;94
6708;20211025;1;12
6709;20211025;1;25
6709;20211025;1;62
6709;20211025;1;22
6709;20211025;1;101
6709;20211025;1;63
6710;20211025;1;54
6710;20211025;1;48
6710;20211025;1;50
6710;20211025;1;35
6710;20211025;1;107
6710;20211025;1;28
6711;20211025;1;26
6711;20211025;1;42
6711;20211025;1;92
6711;20211025;1;18
6711;20211025;1;71
6711;20211025;1;10
6712;20211025;1;37
6713;20211025;1;15
6713;20211025;1;26
6713;20211025;1;41
6713;20211025;1;4
6713;20211025;1;12
6714;20211025;2;21
6714;20211025;2;35
6715;20211025;1;25
6715;20211025;1;35
6716;20211025;2;25
6716;20211025;2;1
6716;20211025;2;35
6716;20211025;2;15
6716;20211025;2;26
6716;20211025;2;79
6716;20211025;2;116
6716;20211025;2;85
6717;20211025;1;21
6717;20211025;1;1
6717;20211025;1;34
6717;20211025;1;62
6717;20211025;1;22
6717;20211025;1;28
6717;20211025;1;89
6717;20211025;1;53
6717;20211025;1;12
6718;20211025;1;1
6718;20211025;1;62
6718;20211025;1;35
6718;20211025;1;3
6718;20211025;1;70
6718;20211025;1;56
6718;20211025;1;58
6718;20211025;1;59
6719;20211025;4;4
6719;20211025;4;30
6719;20211025;4;61
6720;20211025;4;21
6720;20211025;4;1
6720;20211025;4;15
6720;20211025;4;2
6720;20211025;4;4
6720;20211025;4;13
6720;20211025;4;67
6720;20211025;4;94
6721;20211025;1;15
6721;20211025;1;28
6721;20211025;1;91
6722;20211025;3;43
6722;20211025;3;15
6722;20211025;3;2
6722;20211025;3;80
6722;20211025;3;28
6722;20211025;3;92
6722;20211025;3;63
6722;20211025;3;12
6723;20211025;1;66
6724;20211025;2;40
6725;20211025;3;93
6726;20211025;4;48
6726;20211025;4;62
6726;20211025;4;35
6726;20211025;4;3
6726;20211025;4;23
6727;20211025;1;40
6727;20211025;1;30
6728;20211025;2;31
6728;20211025;2;20
6729;20211025;2;25
6729;20211025;2;23
6729;20211025;2;114
6729;20211025;2;30
6730;20211025;3;57
6731;20211025;1;23
6732;20211025;2;30
6733;20211025;1;15
6733;20211025;1;23
6734;20211025;2;29
6735;20211025;3;43
6736;20211025;1;23
6736;20211025;1;49
6737;20211025;1;23
6737;20211025;1;37
6738;20211025;1;50
6738;20211025;1;15
6738;20211025;1;26
6738;20211025;1;23
6738;20211025;1;28
6738;20211025;1;18
6739;20211025;1;15
6739;20211025;1;26
6739;20211025;1;56
6739;20211025;1;46
6739;20211025;1;11
6740;20211025;1;26
6740;20211025;1;107
6740;20211025;1;2
6740;20211025;1;23
6740;20211025;1;38
6740;20211025;1;40
6740;20211025;1;30
6740;20211025;1;66
6741;20211025;1;23
6742;20211025;2;15
6743;20211025;1;23
6744;20211025;2;23
6744;20211025;2;63
6745;20211025;2;44
6745;20211025;2;29
6745;20211025;2;35
6745;20211025;2;40
6745;20211025;2;26
6745;20211025;2;30
6745;20211025;2;56
6745;20211025;2;90
6746;20211025;1;25
6746;20211025;1;20
6746;20211025;1;41
6746;20211025;1;18
6746;20211025;1;61
6746;20211025;1;11
6747;20211025;1;25
6747;20211025;1;60
6747;20211025;1;35
6747;20211025;1;86
6747;20211025;1;16
6747;20211025;1;23
6747;20211025;1;39
6747;20211025;1;11
6748;20211025;4;50
6748;20211025;4;35
6748;20211025;4;102
6748;20211025;4;63
6748;20211025;4;33
6748;20211025;4;11
6749;20211025;4;64
6749;20211025;4;44
6749;20211025;4;35
6749;20211025;4;15
6749;20211025;4;16
6749;20211025;4;23
6750;20211025;3;21
6750;20211025;3;1
6750;20211025;3;29
6750;20211025;3;20
6750;20211025;3;23
6750;20211025;3;37
6750;20211025;3;9
6750;20211025;3;61
6751;20211025;4;35
6751;20211025;4;45
6751;20211025;4;30
6751;20211025;4;63
6752;20211025;4;40
6752;20211025;4;34
6752;20211025;4;29
6752;20211025;4;15
6752;20211025;4;20
6752;20211025;4;27
6752;20211025;4;41
6752;20211025;4;58
6753;20211025;1;34
6753;20211025;1;44
6753;20211025;1;15
6753;20211025;1;23
6753;20211025;1;12
6753;20211025;1;10
6754;20211025;2;34
6754;20211025;2;62
6754;20211025;2;40
6754;20211025;2;52
6754;20211025;2;30
6754;20211025;2;61
6755;20211025;1;44
6755;20211025;1;84
6755;20211025;1;24
6755;20211025;1;12
6756;20211025;1;26
6756;20211025;1;30
6757;20211025;1;34
6757;20211025;1;62
6757;20211025;1;15
6757;20211025;1;40
6757;20211025;1;31
6757;20211025;1;26
6757;20211025;1;12
6758;20211025;1;30
6758;20211025;1;37
6759;20211025;1;23
6759;20211025;1;30
6760;20211025;1;107
6761;20211025;1;56
6761;20211025;1;70
6761;20211025;1;38
6762;20211025;1;59
6763;20211025;3;22
6763;20211025;3;28
6763;20211025;3;70
6764;20211025;1;15
6764;20211025;1;31
6764;20211025;1;78
6765;20211025;1;64
6765;20211025;1;65
6765;20211025;1;15
6765;20211025;1;92
6765;20211025;1;73
6766;20211025;3;54
6766;20211025;3;64
6766;20211025;3;29
6766;20211025;3;35
6766;20211025;3;31
6766;20211025;3;26
6766;20211025;3;20
6766;20211025;3;84
6766;20211025;3;28
6767;20211025;1;1
6767;20211025;1;15
6767;20211025;1;56
6768;20211025;4;84
6768;20211025;4;41
6768;20211025;4;30
6769;20211025;1;29
6769;20211025;1;15
6769;20211025;1;32
6769;20211025;1;46
6769;20211025;1;74
6769;20211025;1;56
6770;20211025;2;23
6771;20211025;1;15
6771;20211025;1;22
6771;20211025;1;26
6771;20211025;1;27
6771;20211025;1;40
6771;20211025;1;30
6771;20211025;1;11
6772;20211025;3;57
6772;20211025;3;15
6773;20211025;3;59
6774;20211025;2;57
6774;20211025;2;35
6774;20211025;2;20
6774;20211025;2;23
6774;20211025;2;28
6774;20211025;2;70
6774;20211025;2;41
6774;20211025;2;58
6775;20211025;3;75
6775;20211025;3;47
6776;20211025;3;1
6776;20211025;3;34
6776;20211025;3;15
6776;20211025;3;4
6776;20211025;3;23
6776;20211025;3;28
6777;20211025;4;35
6777;20211025;4;15
6777;20211025;4;16
6778;20211025;1;70
6779;20211025;3;72
6780;20211025;1;31
6780;20211025;1;23
6780;20211025;1;70
6781;20211025;1;15
6781;20211025;1;23
6781;20211025;1;42
6781;20211025;1;47
6781;20211025;1;12
6782;20211025;2;21
6782;20211025;2;62
6782;20211025;2;35
6782;20211025;2;16
6782;20211025;2;23
6782;20211025;2;13
6782;20211025;2;46
6782;20211025;2;63
6782;20211025;2;47
6783;20211025;1;30
6783;20211025;1;18
6783;20211025;1;8
6784;20211025;3;76
6784;20211025;3;28
6784;20211025;3;70
6784;20211025;3;61
6785;20211025;1;34
6785;20211025;1;15
6785;20211025;1;22
6785;20211025;1;28
6785;20211025;1;40
6786;20211025;4;43
6786;20211025;4;44
6786;20211025;4;62
6786;20211025;4;35
6786;20211025;4;15
6786;20211025;4;20
6786;20211025;4;86
6786;20211025;4;56
6786;20211025;4;38
6787;20211025;4;54
6787;20211025;4;34
6787;20211025;4;23
6787;20211025;4;100
6787;20211025;4;30
6787;20211025;4;56
6787;20211025;4;11
6788;20211025;4;29
6788;20211025;4;26
6788;20211025;4;56
6788;20211025;4;23
6789;20211025;4;35
6789;20211025;4;15
6789;20211025;4;23
6789;20211025;4;8
6789;20211025;4;91
6790;20211025;1;64
6790;20211025;1;13
6791;20211025;1;63
6792;20211025;3;40
6792;20211025;3;70
6792;20211025;3;73
6792;20211025;3;37
6792;20211025;3;10
6792;20211025;3;12
6793;20211025;1;15
6793;20211025;1;23
6793;20211025;1;13
6793;20211025;1;47
6794;20211025;4;1
6794;20211025;4;15
6795;20211025;1;25
6795;20211025;1;34
6795;20211025;1;15
6796;20211025;3;10
6797;20211025;1;12
6798;20211025;2;64
6798;20211025;2;38
6799;20211025;1;37
6800;20211024;2;25
6800;20211024;2;57
6800;20211024;2;3
6800;20211024;2;84
6800;20211024;2;38
6800;20211024;2;61
6801;20211024;3;25
6801;20211024;3;64
6801;20211024;3;29
6801;20211024;3;35
6801;20211024;3;15
6802;20211024;1;15
6802;20211024;1;9
6803;20211024;1;64
6803;20211024;1;35
6803;20211024;1;23
6803;20211024;1;70
6803;20211024;1;47
6804;20211024;1;37
6805;20211024;4;37
6806;20211024;2;15
6806;20211024;2;70
6806;20211024;2;11
6807;20211024;1;15
6807;20211024;1;100
6807;20211024;1;63
6808;20211024;2;43
6808;20211024;2;20
6808;20211024;2;16
6808;20211024;2;23
6808;20211024;2;111
6809;20211024;1;25
6809;20211024;1;60
6809;20211024;1;26
6809;20211024;1;12
6809;20211024;1;40
6810;20211024;2;62
6810;20211024;2;35
6810;20211024;2;15
6810;20211024;2;22
6810;20211024;2;4
6811;20211024;1;10
6812;20211024;2;48
6812;20211024;2;7
6812;20211024;2;15
6812;20211024;2;20
6812;20211024;2;23
6812;20211024;2;40
6812;20211024;2;71
6812;20211024;2;67
6813;20211024;2;21
6813;20211024;2;93
6813;20211024;2;11
6814;20211024;1;54
6814;20211024;1;15
6814;20211024;1;31
6814;20211024;1;2
6814;20211024;1;32
6814;20211024;1;41
6814;20211024;1;40
6814;20211024;1;30
6814;20211024;1;37
6815;20211024;4;34
6815;20211024;4;15
6815;20211024;4;27
6815;20211024;4;104
6815;20211024;4;70
6815;20211024;4;72
6815;20211024;4;9
6816;20211024;3;62
6816;20211024;3;50
6816;20211024;3;35
6816;20211024;3;15
6816;20211024;3;5
6816;20211024;3;12
6816;20211024;3;63
6817;20211024;1;44
6817;20211024;1;12
6818;20211024;1;26
6819;20211024;2;62
6819;20211024;2;15
6819;20211024;2;31
6819;20211024;2;26
6820;20211024;1;37
6821;20211024;1;57
6821;20211024;1;35
6821;20211024;1;15
6821;20211024;1;73
6822;20211024;1;62
6822;20211024;1;26
6822;20211024;1;28
6822;20211024;1;12
6823;20211024;4;21
6823;20211024;4;7
6823;20211024;4;84
6823;20211024;4;70
6823;20211024;4;95
6823;20211024;4;40
6824;20211024;1;56
6825;20211024;1;1
6825;20211024;1;15
6825;20211024;1;45
6825;20211024;1;2
6825;20211024;1;41
6825;20211024;1;101
6826;20211024;1;40
6826;20211024;1;70
6827;20211024;2;15
6827;20211024;2;40
6827;20211024;2;63
6828;20211024;4;7
6829;20211024;1;15
6829;20211024;1;3
6830;20211024;1;64
6830;20211024;1;41
6830;20211024;1;37
6831;20211024;4;43
6831;20211024;4;34
6832;20211024;3;11
6833;20211024;4;25
6833;20211024;4;104
6833;20211024;4;56
6833;20211024;4;13
6833;20211024;4;28
6833;20211024;4;114
6833;20211024;4;30
6833;20211024;4;10
6834;20211024;2;15
6834;20211024;2;78
6834;20211024;2;12
6834;20211024;2;37
6835;20211024;1;21
6835;20211024;1;44
6835;20211024;1;15
6835;20211024;1;31
6835;20211024;1;26
6836;20211024;2;58
6837;20211024;1;57
6837;20211024;1;64
6837;20211024;1;50
6837;20211024;1;26
6837;20211024;1;84
6837;20211024;1;97
6837;20211024;1;23
6837;20211024;1;38
6837;20211024;1;41
6837;20211024;1;71
6837;20211024;1;11
6838;20211024;2;34
6838;20211024;2;15
6838;20211024;2;41
6838;20211024;2;42
6838;20211024;2;55
6839;20211024;1;26
6839;20211024;1;67
6839;20211024;1;11
6840;20211024;4;48
6840;20211024;4;62
6840;20211024;4;15
6840;20211024;4;20
6840;20211024;4;32
6840;20211024;4;105
6840;20211024;4;11
6841;20211024;4;37
6842;20211024;4;17
6842;20211024;4;30
6842;20211024;4;56
6842;20211024;4;77
6843;20211024;2;64
6843;20211024;2;29
6843;20211024;2;26
6843;20211024;2;20
6844;20211024;3;40
6844;20211024;3;62
6844;20211024;3;26
6844;20211024;3;41
6844;20211024;3;61
6845;20211024;1;26
6845;20211024;1;16
6845;20211024;1;12
6846;20211024;2;41
6847;20211024;3;11
6848;20211024;1;86
6848;20211024;1;4
6849;20211024;1;64
6849;20211024;1;62
6849;20211024;1;40
6850;20211024;4;27
6850;20211024;4;56
6850;20211024;4;39
6851;20211024;3;64
6851;20211024;3;15
6851;20211024;3;23
6851;20211024;3;70
6851;20211024;3;73
6851;20211024;3;72
6851;20211024;3;56
6851;20211024;3;10
6851;20211024;3;11
6851;20211024;3;12
6852;20211024;3;23
6853;20211024;4;15
6853;20211024;4;26
6853;20211024;4;46
6853;20211024;4;47
6853;20211024;4;91
6853;20211024;4;12
6854;20211024;1;40
6855;20211024;2;21
6855;20211024;2;48
6855;20211024;2;62
6855;20211024;2;15
6855;20211024;2;56
6855;20211024;2;13
6855;20211024;2;78
6856;20211024;1;1
6856;20211024;1;60
6857;20211024;1;93
6857;20211024;1;109
6858;20211024;1;15
6859;20211024;1;44
6859;20211024;1;35
6859;20211024;1;37
6860;20211024;3;25
6860;20211024;3;34
6860;20211024;3;62
6860;20211024;3;15
6860;20211024;3;11
6861;20211024;3;25
6861;20211024;3;38
6861;20211024;3;40
6861;20211024;3;93
6861;20211024;3;8
6862;20211024;1;37
6863;20211024;3;70
6863;20211024;3;30
6863;20211024;3;56
6864;20211024;1;40
6865;20211024;1;21
6865;20211024;1;45
6865;20211024;1;23
6865;20211024;1;37
6866;20211024;1;27
6867;20211024;3;70
6867;20211024;3;30
6867;20211024;3;9
6868;20211024;3;62
6868;20211024;3;15
6868;20211024;3;26
6868;20211024;3;56
6868;20211024;3;23
6868;20211024;3;8
6868;20211024;3;61
6869;20211024;2;62
6869;20211024;2;81
6869;20211024;2;112
6870;20211024;4;64
6870;20211024;4;62
6870;20211024;4;35
6870;20211024;4;13
6870;20211024;4;30
6870;20211024;4;56
6870;20211024;4;11
6871;20211024;1;26
6871;20211024;1;84
6871;20211024;1;41
6871;20211024;1;23
6871;20211024;1;28
6871;20211024;1;70
6871;20211024;1;92
6871;20211024;1;101
6871;20211024;1;66
6872;20211024;1;25
6872;20211024;1;15
6872;20211024;1;26
6872;20211024;1;97
6872;20211024;1;56
6873;20211024;3;24
6873;20211024;3;4
6874;20211024;3;15
6874;20211024;3;41
6874;20211024;3;56
6874;20211024;3;38
6874;20211024;3;37
6874;20211024;3;8
6874;20211024;3;12
6875;20211024;1;60
6875;20211024;1;3
6875;20211024;1;26
6875;20211024;1;27
6875;20211024;1;16
6875;20211024;1;37
6876;20211024;3;40
6876;20211024;3;63
6877;20211024;1;22
6877;20211024;1;2
6878;20211024;1;2
6878;20211024;1;23
6878;20211024;1;82
6879;20211024;1;18
6879;20211024;1;56
6880;20211024;3;14
6881;20211024;4;23
6881;20211024;4;37
6882;20211024;2;37
6883;20211024;1;44
6883;20211024;1;22
6883;20211024;1;41
6883;20211024;1;23
6884;20211024;3;44
6884;20211024;3;40
6884;20211024;3;23
6884;20211024;3;56
6885;20211024;2;23
6885;20211024;2;28
6886;20211024;4;64
6887;20211024;4;97
6887;20211024;4;63
6888;20211024;1;30
6888;20211024;1;82
6889;20211024;2;37
6890;20211024;3;34
6891;20211024;4;7
6891;20211024;4;101
6892;20211024;3;23
6893;20211024;2;37
6894;20211024;1;40
6894;20211024;1;56
6894;20211024;1;32
6894;20211024;1;95
6894;20211024;1;46
6895;20211024;2;29
6895;20211024;2;30
6895;20211024;2;72
6896;20211024;2;62
6896;20211024;2;37
6896;20211024;2;59
6896;20211024;2;12
6897;20211024;3;54
6897;20211024;3;28
6897;20211024;3;30
6897;20211024;3;39
6897;20211024;3;112
6898;20211024;2;28
6899;20211024;4;1
6899;20211024;4;26
6899;20211024;4;84
6899;20211024;4;70
6899;20211024;4;99
6899;20211024;4;12
6900;20211023;1;15
6900;20211023;1;53
6900;20211023;1;82
6900;20211023;1;9
6900;20211023;1;77
6901;20211023;1;30
6901;20211023;1;63
6901;20211023;1;49
6901;20211023;1;93
6901;20211023;1;12
6902;20211023;1;62
6902;20211023;1;35
6902;20211023;1;7
6902;20211023;1;23
6902;20211023;1;37
6902;20211023;1;93
6903;20211023;1;34
6903;20211023;1;30
6904;20211023;4;62
6904;20211023;4;35
6904;20211023;4;15
6904;20211023;4;40
6904;20211023;4;16
6904;20211023;4;41
6904;20211023;4;40
6904;20211023;4;18
6905;20211023;1;60
6905;20211023;1;71
6906;20211023;2;38
6906;20211023;2;8
6907;20211023;2;64
6907;20211023;2;4
6907;20211023;2;74
6908;20211023;2;26
6908;20211023;2;23
6908;20211023;2;116
6908;20211023;2;38
6908;20211023;2;109
6909;20211023;1;40
6909;20211023;1;70
6909;20211023;1;8
6909;20211023;1;12
6910;20211023;2;23
6910;20211023;2;40
6910;20211023;2;82
6911;20211023;1;43
6911;20211023;1;35
6911;20211023;1;86
6911;20211023;1;70
6911;20211023;1;67
6912;20211023;1;25
6912;20211023;1;15
6912;20211023;1;26
6912;20211023;1;23
6912;20211023;1;38
6913;20211023;1;62
6913;20211023;1;35
6913;20211023;1;15
6913;20211023;1;104
6913;20211023;1;103
6913;20211023;1;56
6913;20211023;1;28
6913;20211023;1;42
6913;20211023;1;30
6913;20211023;1;8
6913;20211023;1;12
6914;20211023;2;28
6914;20211023;2;71
6915;20211023;3;22
6915;20211023;3;9
6915;20211023;3;61
6916;20211023;3;21
6916;20211023;3;57
6916;20211023;3;34
6916;20211023;3;62
6916;20211023;3;35
6916;20211023;3;15
6916;20211023;3;31
6916;20211023;3;23
6916;20211023;3;30
6917;20211023;1;34
6917;20211023;1;70
6917;20211023;1;30
6917;20211023;1;56
6918;20211023;1;37
6919;20211023;2;21
6919;20211023;2;15
6919;20211023;2;28
6920;20211023;4;30
6921;20211023;2;34
6921;20211023;2;114
6921;20211023;2;12
6922;20211023;1;34
6923;20211023;1;15
6923;20211023;1;4
6923;20211023;1;23
6923;20211023;1;70
6923;20211023;1;41
6923;20211023;1;30
6924;20211023;2;54
6924;20211023;2;37
6925;20211023;2;64
6925;20211023;2;62
6925;20211023;2;72
6925;20211023;2;11
6926;20211023;1;67
6926;20211023;1;111
6927;20211023;2;76
6928;20211023;2;35
6928;20211023;2;45
6928;20211023;2;68
6928;20211023;2;38
6928;20211023;2;93
6929;20211023;4;5
6930;20211023;1;23
6930;20211023;1;63
6931;20211023;2;34
6931;20211023;2;23
6932;20211023;1;21
6932;20211023;1;23
6932;20211023;1;30
6933;20211023;2;18
6934;20211023;1;15
6934;20211023;1;12
6935;20211023;2;60
6935;20211023;2;62
6935;20211023;2;35
6935;20211023;2;26
6935;20211023;2;13
6936;20211023;1;23
6936;20211023;1;38
6937;20211023;1;35
6937;20211023;1;15
6937;20211023;1;26
6937;20211023;1;20
6937;20211023;1;54
6937;20211023;1;100
6937;20211023;1;30
6938;20211023;1;21
6938;20211023;1;43
6938;20211023;1;23
6938;20211023;1;30
6938;20211023;1;39
6939;20211023;1;25
6939;20211023;1;62
6939;20211023;1;16
6939;20211023;1;13
6940;20211023;1;15
6940;20211023;1;70
6940;20211023;1;78
6941;20211023;3;37
6941;20211023;3;72
6941;20211023;3;56
6942;20211023;2;37
6943;20211023;1;110
6943;20211023;1;61
6944;20211023;4;63
6945;20211023;4;11
6946;20211023;1;15
6947;20211023;1;26
6947;20211023;1;37
6948;20211023;2;4
6949;20211023;3;35
6950;20211023;4;15
6951;20211023;1;35
6951;20211023;1;15
6951;20211023;1;20
6951;20211023;1;12
6951;20211023;1;91
6952;20211023;3;30
6953;20211023;1;31
6953;20211023;1;3
6953;20211023;1;23
6953;20211023;1;111
6953;20211023;1;58
6954;20211023;3;15
6954;20211023;3;76
6955;20211023;3;40
6955;20211023;3;37
6955;20211023;3;39
6955;20211023;3;9
6955;20211023;3;12
6956;20211023;4;1
6956;20211023;4;9
6956;20211023;4;12
6957;20211023;4;56
6958;20211023;3;11
6959;20211023;2;48
6959;20211023;2;29
6959;20211023;2;3
6959;20211023;2;20
6959;20211023;2;12
6960;20211023;1;47
6961;20211023;1;57
6961;20211023;1;62
6961;20211023;1;65
6961;20211023;1;15
6961;20211023;1;16
6961;20211023;1;23
6961;20211023;1;6
6961;20211023;1;47
6961;20211023;1;91
6962;20211023;3;37
6963;20211023;4;21
6963;20211023;4;34
6963;20211023;4;41
6963;20211023;4;70
6963;20211023;4;40
6964;20211023;1;45
6964;20211023;1;4
6964;20211023;1;56
6964;20211023;1;23
6964;20211023;1;73
6965;20211023;1;25
6965;20211023;1;15
6965;20211023;1;23
6965;20211023;1;66
6965;20211023;1;12
6966;20211023;3;29
6966;20211023;3;26
6966;20211023;3;68
6967;20211023;1;76
6968;20211023;3;21
6968;20211023;3;54
6969;20211023;2;15
6969;20211023;2;26
6969;20211023;2;102
6970;20211023;1;84
6971;20211023;1;15
6972;20211023;4;54
6972;20211023;4;16
6972;20211023;4;30
6973;20211023;2;64
6973;20211023;2;1
6973;20211023;2;34
6973;20211023;2;62
6973;20211023;2;35
6973;20211023;2;15
6973;20211023;2;20
6973;20211023;2;41
6973;20211023;2;23
6973;20211023;2;52
6973;20211023;2;116
6973;20211023;2;46
6973;20211023;2;47
6974;20211023;1;26
6974;20211023;1;75
6974;20211023;1;12
6974;20211023;1;9
6974;20211023;1;108
6974;20211023;1;10
6975;20211023;2;37
6975;20211023;2;12
6976;20211023;1;60
6976;20211023;1;56
6977;20211023;4;15
6978;20211023;1;15
6978;20211023;1;56
6979;20211023;1;37
6980;20211023;1;34
6980;20211023;1;44
6981;20211023;2;50
6981;20211023;2;42
6981;20211023;2;74
6981;20211023;2;40
6981;20211023;2;87
6981;20211023;2;12
6982;20211023;2;15
6982;20211023;2;22
6982;20211023;2;41
6982;20211023;2;18
6983;20211023;2;35
6983;20211023;2;102
6984;20211023;1;1
6984;20211023;1;86
6985;20211023;1;39
6986;20211023;1;57
6986;20211023;1;1
6986;20211023;1;34
6986;20211023;1;60
6986;20211023;1;62
6986;20211023;1;41
6986;20211023;1;17
6986;20211023;1;40
6986;20211023;1;18
6986;20211023;1;63
6987;20211023;1;15
6988;20211023;1;77
6988;20211023;1;10
6989;20211023;2;40
6989;20211023;2;30
6989;20211023;2;33
6989;20211023;2;11
6989;20211023;2;12
6990;20211023;4;1
6990;20211023;4;22
6990;20211023;4;13
6990;20211023;4;101
6990;20211023;4;40
6990;20211023;4;109
6990;20211023;4;110
6991;20211023;2;60
6991;20211023;2;23
6991;20211023;2;8
6991;20211023;2;77
6992;20211023;1;23
6993;20211023;2;48
6993;20211023;2;34
6993;20211023;2;50
6993;20211023;2;113
6993;20211023;2;30
6993;20211023;2;77
6993;20211023;2;12
6994;20211023;3;35
6995;20211023;1;77
6996;20211023;4;21
6996;20211023;4;35
6996;20211023;4;27
6996;20211023;4;23
6996;20211023;4;93
6996;20211023;4;82
6996;20211023;4;12
6997;20211023;4;57
6997;20211023;4;50
6997;20211023;4;26
6998;20211023;4;50
6998;20211023;4;35
6998;20211023;4;15
6998;20211023;4;26
6998;20211023;4;20
6998;20211023;4;88
6998;20211023;4;85
6999;20211023;2;64
6999;20211023;2;1
6999;20211023;2;60
6999;20211023;2;62
6999;20211023;2;23
6999;20211023;2;74
6999;20211023;2;56
7000;20211022;4;26
7000;20211022;4;40
7000;20211022;4;39
7001;20211022;2;109
7002;20211022;1;1
7003;20211022;2;78
7004;20211022;1;30
7005;20211022;2;25
7005;20211022;2;1
7005;20211022;2;35
7005;20211022;2;84
7005;20211022;2;111
7005;20211022;2;11
7006;20211022;3;13
7006;20211022;3;9
7007;20211022;1;39
7008;20211022;4;43
7009;20211022;1;27
7009;20211022;1;23
7009;20211022;1;40
7010;20211022;2;30
7010;20211022;2;82
7010;20211022;2;12
7011;20211022;3;2
7011;20211022;3;37
7012;20211022;1;34
7012;20211022;1;72
7012;20211022;1;11
7013;20211022;1;23
7013;20211022;1;30
7014;20211022;1;72
7015;20211022;1;63
7016;20211022;2;48
7016;20211022;2;45
7016;20211022;2;86
7016;20211022;2;46
7016;20211022;2;54
7016;20211022;2;87
7017;20211022;3;35
7017;20211022;3;4
7017;20211022;3;30
7018;20211022;1;62
7018;20211022;1;26
7018;20211022;1;84
7018;20211022;1;23
7019;20211022;2;15
7019;20211022;2;61
7020;20211022;3;43
7020;20211022;3;34
7020;20211022;3;44
7020;20211022;3;35
